system:index,PfafIDIrrWW_monthY2014M11,countIrrWW_monthY2014M11,meanIrrWW_monthY2014M11,.geo
0,111011,2536,6.737850707595355E-5,
1,111012,3921,0.0,
2,111013,1194,0.0,
3,111014,5605,0.0,
4,111015,21769,0.0,
5,111016,2382,0.0,
6,111017,11168,0.0,
7,111018,2509,0.0,
8,111019,8353,0.0,
9,111020,14779,0.0,
10,111030,6961,0.0,
11,111041,17205,0.0,
12,111042,6643,0.0,
13,111043,349,0.0,
14,111044,6597,0.0,
15,111045,7591,0.0,
16,111046,4623,0.0,
17,111047,903,0.0,
18,111048,4457,0.0,
19,111049,4490,0.0,
20,111050,20250,0.0,
21,111060,5660,2.1848109361970793E-6,
22,111070,13788,3.9150439867230875E-4,
23,111081,5223,0.002128412857443353,
24,111082,18754,1.3684004786085964E-8,
25,111083,6133,0.0,
26,111084,15194,3.79735597372048E-4,
27,111085,10124,2.376455889651323E-8,
28,111086,2528,0.0,
29,111087,13852,8.359244204454487E-5,
30,111088,3118,0.0,
31,111089,2844,3.1316029153313963E-4,
32,111090,510,5.456138659178679E-5,
33,111091,212,0.014784494358778119,
34,111092,2946,0.004641114294790661,
35,111093,19956,2.0173663084180704E-5,
36,111094,2485,7.361060246034512E-5,
37,111095,1794,1.5992077457907585E-4,
38,111096,2707,5.495679419185623E-4,
39,111097,2700,2.3342567606999488E-4,
40,111098,3449,5.068187792427377E-4,
41,111099,5594,2.415071988095883E-5,
42,112011,3093,0.0,
43,112012,21200,0.0,
44,112013,15552,0.0,
45,112014,34480,0.0,
46,112015,4666,0.0,
47,112016,11966,0.0,
48,112017,13480,0.0,
49,112018,14831,0.0,
50,112019,46077,9.020484374539761E-5,
51,112020,1906,0.0,
52,112030,2337,0.0,
53,112041,4145,0.0,
54,112042,9610,0.0,
55,112043,1103,0.0,
56,112044,5576,0.0,
57,112045,2564,0.0,
58,112046,18320,0.0,
59,112047,22718,0.0,
60,112048,6256,0.0,
61,112049,17069,0.0,
62,112050,8062,0.0,
63,112060,9065,0.0,
64,112070,2276,0.0,
65,112111,39164,5.63084050389021E-6,
66,112112,4819,0.0,
67,112113,7180,0.0,
68,112114,4624,7.799571754483814E-4,
69,112115,1326,0.0,
70,112116,4584,0.002044977697183027,
71,112117,2017,0.0,
72,112118,4443,7.777531954166684E-4,
73,112119,6741,0.0,
74,112120,6306,0.0,
75,112130,3588,0.0,
76,112140,5675,0.0,
77,112150,567,0.0,
78,112160,4941,0.0,
79,112170,17030,0.0,
80,112180,5677,0.0,
81,112190,13172,0.0,
82,112200,33905,0.0,
83,112300,8315,0.0,
84,112400,30830,0.0,
85,112500,806,0.0,
86,112600,7692,0.0,
